"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 23, 2013","6.350","6.070","6.350","6.070","3.38K","4.61%"
"Aug 22, 2013","6.070","6.070","6.070","6.050","11.90K","-1.62%"
"Aug 21, 2013","6.170","6.180","6.180","6.050","20.13K","-1.12%"
"Aug 20, 2013","6.240","6.410","6.410","6.180","17.71K","-2.65%"
"Aug 19, 2013","6.410","6.440","6.450","6.410","13.28K","-0.53%"
"Aug 16, 2013","6.444","6.450","6.450","6.410","6.18K","0.22%"
"Aug 15, 2013","6.430","6.440","6.440","6.410","18.34K","-1.38%"
"Aug 14, 2013","6.520","6.520","6.520","6.506","23.51K","0.46%"
"Aug 13, 2013","6.490","6.430","6.490","6.430","11.03K","-1.22%"
"Aug 12, 2013","6.570","6.510","6.570","6.508","14.28K","0.92%"
"Aug 09, 2013","6.510","6.430","6.510","6.430","1.64K","-0.31%"
"Aug 08, 2013","6.530","6.480","6.540","6.480","14.51K","0.62%"
"Aug 07, 2013","6.490","6.470","6.490","6.460","17.87K","0.00%"
"Aug 06, 2013","6.490","6.520","6.520","6.370","22.31K","0.00%"
"Aug 05, 2013","6.490","6.440","6.490","6.430","4.50K","0.62%"
"Aug 02, 2013","6.450","6.430","6.450","6.430","3.88K","-0.80%"
"Aug 01, 2013","6.502","6.540","6.540","6.430","5.58K","0.65%"
"Jul 31, 2013","6.460","6.410","6.470","6.360","22.90K","-3.58%"
"Jul 30, 2013","6.700","6.700","6.700","6.590","18.67K","-0.12%"
"Jul 29, 2013","6.708","6.710","6.710","6.708","13.85K","-0.36%"
"Jul 26, 2013","6.732","6.740","6.750","6.590","9.74K","-0.59%"
"Jul 25, 2013","6.772","6.770","6.780","6.620","13.18K","-0.27%"
"Jul 24, 2013","6.790","6.790","6.800","6.780","1.24K","0.59%"
"Jul 23, 2013","6.750","6.750","6.750","6.744","783.13K","0.00%"
"Jul 22, 2013","6.750","6.640","6.750","6.640","0.62K","1.66%"
"Jul 19, 2013","6.640","6.640","6.640","6.640","0.16K","0.00%"
"Jul 18, 2013","6.640","6.640","6.640","6.640","1.68K","1.68%"
"Jul 16, 2013","6.530","6.640","6.640","6.530","5.21K","0.15%"
"Jul 15, 2013","6.520","6.520","6.520","6.520","0.80K","-0.46%"
"Jul 12, 2013","6.550","6.540","6.610","6.540","12.27K","0.00%"
"Jul 11, 2013","6.550","6.500","6.550","6.500","12.19K","0.77%"
"Jul 10, 2013","6.500","6.640","6.640","6.500","1.95K","-2.26%"
"Jul 09, 2013","6.650","6.650","6.650","6.650","45.99K","2.94%"
"Jul 08, 2013","6.460","6.540","6.540","6.460","0.55K","-2.42%"
"Jul 05, 2013","6.620","6.600","6.620","6.570","1.12K","-1.05%"
"Jul 03, 2013","6.690","6.690","6.690","6.640","2.38K","0.45%"
"Jul 02, 2013","6.660","6.660","6.660","6.660","1.53K","0.30%"
"Jul 01, 2013","6.640","6.440","6.640","6.440","14.73K","3.43%"
"Jun 28, 2013","6.420","6.530","6.530","6.420","4.23K","-2.73%"
"Jun 27, 2013","6.600","6.570","6.600","6.570","2.33K","3.94%"
"Jun 26, 2013","6.350","6.350","6.350","6.300","3.85K","0.79%"
"Jun 25, 2013","6.300","6.380","6.380","6.300","5.75K","-2.17%"
"Jun 24, 2013","6.440","6.440","6.440","6.380","3.91K","-0.46%"
"Jun 21, 2013","6.470","6.480","6.480","6.460","6.72K","0.15%"
"Jun 20, 2013","6.460","6.400","6.460","6.320","41.76K","-1.97%"
"Jun 19, 2013","6.590","6.700","6.700","6.500","7.91K","-1.79%"
"Jun 18, 2013","6.710","6.710","6.710","6.710","1.40K","2.91%"
"Jun 17, 2013","6.520","6.600","6.600","6.520","38.10K","1.72%"
"Jun 14, 2013","6.410","6.400","6.470","6.400","1.97K","-0.47%"
"Jun 13, 2013","6.440","6.350","6.570","6.350","30.22K","-4.45%"
"Jun 12, 2013","6.740","6.710","6.740","6.710","6.48K","0.45%"
"Jun 11, 2013","6.710","6.604","6.710","6.604","50.46K","0.27%"
"Jun 10, 2013","6.692","6.630","6.750","6.630","3.48K","-0.27%"
"Jun 07, 2013","6.710","6.680","6.742","6.680","1.76K","0.75%"
"Jun 06, 2013","6.660","6.620","6.660","6.580","6.07K","-0.60%"
"Jun 05, 2013","6.700","6.700","6.700","6.700","0.22K","1.21%"
"Jun 04, 2013","6.620","6.700","6.700","6.620","1.10K","-1.19%"
"Jun 03, 2013","6.700","6.700","6.700","6.610","13.01K","0.90%"
"May 31, 2013","6.640","6.700","6.700","6.537","9.31K","-1.34%"
"May 30, 2013","6.730","6.710","6.730","6.710","1.99K","0.60%"
"May 29, 2013","6.690","6.510","6.710","6.510","13.09K","2.14%"
"May 28, 2013","6.550","6.760","6.760","6.550","0.44K","-1.50%"
"May 24, 2013","6.650","6.790","6.790","6.628","6.85K","-1.92%"
"May 23, 2013","6.780","6.600","6.780","6.600","76.05K","1.04%"
"May 22, 2013","6.710","6.550","6.780","6.550","2.13K","1.21%"
"May 21, 2013","6.630","6.780","6.780","6.630","6.74K","-1.49%"
"May 20, 2013","6.730","6.790","6.790","6.730","0.35K","0.15%"
"May 17, 2013","6.720","6.520","6.770","6.520","9.27K","0.30%"
"May 16, 2013","6.700","6.780","6.780","6.700","0.65K","-1.24%"
"May 15, 2013","6.784","6.840","6.840","6.784","1.01K","-0.24%"
"May 14, 2013","6.800","6.760","6.800","6.758","7.87K","0.00%"
"May 13, 2013","6.800","6.750","6.850","6.750","24.27K","2.47%"
"May 10, 2013","6.636","6.850","6.850","6.630","19.26K","-0.21%"
"May 09, 2013","6.650","6.750","6.810","6.650","34.08K","-0.75%"
"May 08, 2013","6.700","6.970","6.970","6.700","15.99K","1.21%"
"May 07, 2013","6.620","6.610","6.810","6.600","26.81K","1.69%"
"May 06, 2013","6.510","6.430","6.590","6.430","70.95K","3.66%"
"May 03, 2013","6.280","6.290","6.290","6.280","31.09K","-0.32%"
"May 02, 2013","6.300","6.200","6.350","6.200","1.88K","1.61%"
"May 01, 2013","6.200","6.350","6.350","6.200","1.30K","-0.48%"
"Apr 30, 2013","6.230","6.280","6.280","6.180","6.60K","-2.04%"
"Apr 29, 2013","6.360","6.360","6.360","6.360","0.74K","0.00%"
"Apr 26, 2013","6.360","6.260","6.360","6.260","1.89K","0.16%"
"Apr 25, 2013","6.350","6.100","6.350","6.100","1.83K","0.00%"
"Apr 24, 2013","6.350","6.400","6.400","6.350","0.58K","-0.78%"
"Apr 23, 2013","6.400","6.440","6.450","6.400","0.79K","-0.78%"
"Apr 19, 2013","6.450","6.310","6.450","6.310","0.30K","0.62%"
"Apr 18, 2013","6.410","6.350","6.410","6.300","9.09K","2.33%"
"Apr 17, 2013","6.264","6.350","6.350","6.262","51.20K","-1.26%"
"Apr 16, 2013","6.344","6.480","6.480","6.260","1.72K","0.38%"
"Apr 15, 2013","6.320","6.210","6.410","6.210","2.72K","1.77%"
"Apr 12, 2013","6.210","6.410","6.410","6.210","7.51K","-2.97%"
"Apr 11, 2013","6.400","6.350","6.400","6.270","7.58K","0.31%"
"Apr 10, 2013","6.380","6.370","6.400","6.300","3.39K","0.09%"
"Apr 09, 2013","6.374","6.400","6.400","6.360","3.41K","0.06%"
"Apr 08, 2013","6.370","6.250","6.370","6.250","14.61K","1.92%"
"Apr 05, 2013","6.250","6.170","6.270","6.170","3.41K","2.63%"
"Apr 04, 2013","6.090","6.100","6.100","6.090","1.94K","0.33%"
"Apr 03, 2013","6.070","6.050","6.070","6.050","2.70K","1.17%"
"Apr 02, 2013","6.000","6.008","6.008","6.000","1.38K","-1.80%"
"Apr 01, 2013","6.110","6.100","6.110","6.100","1.58K","-0.33%"
"Mar 28, 2013","6.130","6.130","6.130","6.010","3.29K","0.66%"
"Mar 27, 2013","6.090","5.980","6.120","5.980","20.58K","1.67%"
"Mar 26, 2013","5.990","5.890","6.000","5.890","6.05K","1.53%"
"Mar 25, 2013","5.900","5.880","5.900","5.844","2.50K","-0.51%"
"Mar 22, 2013","5.930","5.800","5.930","5.800","3.78K","0.85%"
"Mar 21, 2013","5.880","5.900","5.900","5.780","11.07K","-0.34%"
"Mar 20, 2013","5.900","5.900","5.900","5.765","67.75K","3.98%"
"Mar 19, 2013","5.674","5.790","5.790","5.660","214.05K","-2.17%"
"Mar 18, 2013","5.800","5.860","5.860","5.670","11.58K","-1.49%"
"Mar 15, 2013","5.888","5.860","5.900","5.860","12.54K","0.65%"
"Mar 14, 2013","5.850","5.930","5.930","5.850","4.43K","-1.02%"
"Mar 13, 2013","5.910","5.930","5.930","5.910","4.71K","-0.34%"
"Mar 12, 2013","5.930","5.930","5.930","5.930","0.77K","0.17%"
"Mar 11, 2013","5.920","5.830","5.920","5.830","8.96K","0.17%"
"Mar 08, 2013","5.910","5.790","5.920","5.790","9.91K","2.07%"
"Mar 07, 2013","5.790","5.930","5.930","5.790","6.44K","-1.43%"
"Mar 06, 2013","5.874","5.930","5.930","5.850","9.12K","-0.91%"
"Mar 05, 2013","5.928","5.930","5.930","5.928","14.60K","0.14%"
"Mar 04, 2013","5.920","5.920","5.926","5.880","23.90K","-0.17%"
"Mar 01, 2013","5.930","5.930","5.930","5.930","1.78K","0.71%"
"Feb 28, 2013","5.888","5.920","5.920","5.888","3.46K","0.82%"
"Feb 27, 2013","5.840","5.920","5.920","5.840","1.72K","-0.78%"
"Feb 26, 2013","5.886","5.980","5.980","5.886","5.66K","-0.41%"
"Feb 25, 2013","5.910","5.912","5.912","5.820","6.64K","0.17%"
"Feb 22, 2013","5.900","5.870","5.900","5.870","3.40K","1.55%"
"Feb 21, 2013","5.810","5.810","5.810","5.800","22.52K","2.11%"
"Feb 20, 2013","5.690","5.810","5.810","5.690","4.52K","-1.56%"
"Feb 19, 2013","5.780","5.630","5.780","5.630","4.49K","-1.37%"
"Feb 15, 2013","5.860","5.860","5.860","5.860","2.10K","-0.17%"
"Feb 14, 2013","5.870","5.850","5.870","5.850","8.99K","0.34%"
"Feb 13, 2013","5.850","5.850","5.850","5.740","1.45K","0.00%"
"Feb 12, 2013","5.850","5.860","5.860","5.720","0.63K","-0.17%"
"Feb 11, 2013","5.860","5.710","5.900","5.710","3.40K","2.63%"
"Feb 08, 2013","5.710","5.850","5.850","5.710","5.11K","-1.04%"
"Feb 07, 2013","5.770","5.850","5.850","5.770","1.24K","0.00%"
"Feb 06, 2013","5.770","5.830","5.840","5.770","3.59K","-1.87%"
"Feb 05, 2013","5.880","5.860","5.880","5.860","0.86K","1.24%"
"Feb 04, 2013","5.808","5.830","5.830","5.760","33.42K","-0.03%"
"Feb 01, 2013","5.810","5.800","5.810","5.760","3.87K","0.21%"
"Jan 31, 2013","5.798","5.790","5.798","5.750","9.39K","-0.38%"
"Jan 30, 2013","5.820","5.830","5.830","5.820","3.40K","-0.51%"
"Jan 29, 2013","5.850","5.850","5.850","5.820","1.11K","-0.17%"
"Jan 28, 2013","5.860","5.870","5.870","5.812","2.93K","-1.35%"
"Jan 25, 2013","5.940","5.920","5.940","5.900","7.28K","0.17%"
"Jan 24, 2013","5.930","5.930","5.930","5.900","48.64K","0.00%"
"Jan 23, 2013","5.930","5.910","5.930","5.900","6.55K","0.00%"
"Jan 22, 2013","5.930","6.050","6.050","5.910","11.09K","-1.98%"
"Jan 18, 2013","6.050","5.930","6.060","5.930","5.08K","0.00%"
"Jan 17, 2013","6.050","6.080","6.080","6.050","6.45K","-0.33%"
"Jan 16, 2013","6.070","5.980","6.080","5.980","12.88K","0.00%"
"Jan 15, 2013","6.070","6.050","6.070","6.048","5.41K","0.17%"
"Jan 14, 2013","6.060","6.060","6.060","6.040","16.33K","0.00%"
"Jan 11, 2013","6.060","6.060","6.060","6.040","6.53K","0.33%"
"Jan 10, 2013","6.040","6.040","6.040","6.030","18.67K","0.17%"
"Jan 09, 2013","6.030","6.030","6.030","6.027","18.54K","0.17%"
"Jan 08, 2013","6.020","6.020","6.030","6.020","0.70K","1.69%"
"Jan 07, 2013","5.920","6.040","6.040","5.920","3.53K","-1.60%"
"Jan 04, 2013","6.016","6.020","6.020","6.000","17.81K","-0.07%"
"Jan 03, 2013","6.020","6.020","6.020","6.020","1.88K","0.00%"
"Jan 02, 2013","6.020","6.030","6.030","6.020","2.53K","-1.47%"
"Dec 31, 2012","6.110","6.010","6.110","6.010","16.20K","3.59%"
"Dec 28, 2012","5.898","5.970","6.010","5.898","9.57K","-0.87%"
"Dec 27, 2012","5.950","6.010","6.010","5.950","2.10K","-0.34%"
"Dec 26, 2012","5.970","6.040","6.050","5.900","4.76K","-0.50%"
"Dec 24, 2012","6.000","6.000","6.000","6.000","8.42K","0.17%"
"Dec 21, 2012","5.990","5.990","5.990","5.990","0.52K","1.18%"
"Dec 20, 2012","5.920","5.980","5.980","5.920","1.27K","-1.00%"
"Dec 19, 2012","5.980","5.960","5.990","5.900","4.08K","-0.37%"
"Dec 18, 2012","6.002","5.990","6.010","5.990","14.31K","0.70%"
"Dec 17, 2012","5.960","5.980","5.980","5.930","0.69K","-0.33%"
"Dec 14, 2012","5.980","5.990","5.990","5.870","27.17K","-0.17%"
"Dec 13, 2012","5.990","6.010","6.010","5.980","62.24K","0.00%"
"Dec 12, 2012","5.990","5.970","5.990","5.960","2.09K","-0.20%"
"Dec 11, 2012","6.002","5.928","6.010","5.910","40.80K","0.20%"
"Dec 10, 2012","5.990","5.940","5.990","5.940","2.44K","0.67%"
"Dec 07, 2012","5.950","5.950","5.950","5.950","0.13K","0.00%"
"Dec 06, 2012","5.950","5.910","5.970","5.910","6.00K","0.68%"
"Dec 05, 2012","5.910","5.928","5.966","5.910","6.49K","0.00%"
"Dec 04, 2012","5.910","5.920","5.920","5.910","1.13K","-1.99%"
"Nov 30, 2012","6.030","6.000","6.040","6.000","54.26K","0.50%"
"Nov 29, 2012","6.000","6.020","6.020","6.000","1.16K","0.00%"
"Nov 28, 2012","6.000","5.940","6.000","5.940","2.65K","0.67%"
"Nov 27, 2012","5.960","5.980","5.980","5.960","2.86K","0.85%"
"Nov 26, 2012","5.910","5.970","5.970","5.910","0.99K","-1.07%"
"Nov 23, 2012","5.974","5.974","5.974","5.974","0.50K","0.40%"
"Nov 21, 2012","5.950","5.990","5.990","5.950","4.90K","-0.83%"
"Nov 20, 2012","6.000","5.970","6.000","5.950","34.33K","0.17%"
"Nov 19, 2012","5.990","5.990","5.990","5.990","0.61K","0.50%"
"Nov 16, 2012","5.960","5.940","6.000","5.940","11.96K","0.68%"
"Nov 15, 2012","5.920","5.920","5.920","5.920","10.76K","0.34%"
"Nov 14, 2012","5.900","6.050","6.050","5.900","5.44K","-3.12%"
"Nov 13, 2012","6.090","5.980","6.090","5.980","6.99K","1.50%"
"Nov 12, 2012","6.000","6.000","6.000","5.800","2.49K","-0.17%"
"Nov 09, 2012","6.010","5.760","6.010","5.760","4.45K","2.21%"
"Nov 08, 2012","5.880","5.880","5.880","5.880","1.64K","-0.68%"
"Nov 07, 2012","5.920","5.890","5.920","5.880","5.69K","-1.17%"
"Nov 06, 2012","5.990","5.890","6.000","5.890","15.43K","-0.17%"
"Nov 05, 2012","6.000","6.000","6.000","5.760","2.51K","-1.32%"
"Nov 02, 2012","6.080","6.080","6.080","5.950","4.20K","0.00%"
"Nov 01, 2012","6.080","6.100","6.100","6.010","7.29K","-2.72%"
"Oct 31, 2012","6.250","6.250","6.270","6.000","39.82K","1.63%"
"Oct 26, 2012","6.150","6.400","6.400","6.100","72.57K","-1.60%"
"Oct 25, 2012","6.250","6.190","6.250","6.090","76.34K","4.17%"
"Oct 24, 2012","6.000","6.000","6.000","6.000","3.98K","-2.28%"
"Oct 23, 2012","6.140","6.050","6.190","6.050","1.83K","0.00%"
"Oct 22, 2012","6.140","6.140","6.140","6.140","1.23K","0.00%"
"Oct 19, 2012","6.140","6.060","6.140","5.970","6.52K","0.16%"
"Oct 18, 2012","6.130","6.120","6.190","6.000","5.68K","-0.97%"
"Oct 17, 2012","6.190","6.090","6.190","6.090","4.36K","2.31%"
"Oct 16, 2012","6.050","6.090","6.090","6.050","4.12K","-0.66%"
"Oct 12, 2012","6.090","6.000","6.090","5.900","7.01K","5.73%"
"Oct 09, 2012","5.760","5.760","5.760","5.760","0.17K","-5.42%"
"Oct 08, 2012","6.090","6.090","6.090","6.090","0.49K","0.00%"
"Oct 05, 2012","6.090","6.090","6.090","6.090","2.70K","0.00%"
"Oct 04, 2012","6.090","6.040","6.090","6.020","1.04K","0.83%"
"Oct 03, 2012","6.040","6.090","6.090","6.040","3.42K","0.00%"
"Oct 02, 2012","6.040","6.090","6.090","6.040","0.35K","-0.82%"
"Oct 01, 2012","6.090","6.090","6.090","6.000","3.23K","3.22%"
"Sep 28, 2012","5.900","6.120","6.280","5.900","7.77K","-2.96%"
"Sep 27, 2012","6.080","6.360","6.360","6.080","12.38K","-4.40%"
"Sep 26, 2012","6.360","6.360","6.360","6.360","1.00K","-0.93%"
"Sep 25, 2012","6.420","6.420","6.420","6.420","0.70K","5.25%"
"Sep 24, 2012","6.100","6.000","6.420","6.000","7.00K","-4.24%"
"Sep 21, 2012","6.370","6.180","6.420","6.180","3.87K","-0.47%"
"Sep 20, 2012","6.400","6.400","6.400","6.400","5.06K","4.92%"
"Sep 19, 2012","6.100","6.100","6.100","6.100","24.46K","-3.17%"
"Sep 17, 2012","6.300","6.300","6.300","6.300","0.43K","11.70%"
"Sep 14, 2012","5.640","6.300","6.300","5.640","0.46K","-7.54%"
"Sep 13, 2012","6.100","6.100","6.100","6.100","1.93K","1.50%"
"Sep 12, 2012","6.010","5.800","6.010","5.800","1.33K","4.70%"
"Sep 11, 2012","5.740","5.740","5.740","5.740","1.28K","0.00%"
"Sep 10, 2012","5.740","5.740","5.740","5.740","0.70K","-8.89%"
"Sep 07, 2012","6.300","6.300","6.300","6.000","2.01K","6.78%"
"Sep 06, 2012","5.900","5.900","5.900","5.900","0.50K","-8.53%"
"Sep 05, 2012","6.450","6.450","6.450","6.450","0.25K","2.38%"
"Sep 04, 2012","6.300","6.300","6.300","6.300","2.35K","0.80%"
"Aug 31, 2012","6.250","6.390","6.400","6.250","4.32K","2.12%"
"Aug 30, 2012","6.120","6.400","6.400","6.120","0.41K","2.86%"
"Aug 29, 2012","5.950","6.340","6.340","5.582","12.59K","-6.15%"
"Aug 28, 2012","6.340","6.340","6.340","6.340","1.61K","4.79%"
"Aug 27, 2012","6.050","6.340","6.340","6.050","0.45K","-4.57%"
"Aug 24, 2012","6.340","6.340","6.340","6.340","1.45K","0.00%"
"Aug 23, 2012","6.340","6.340","6.340","6.340","0.65K","0.96%"
"Aug 20, 2012","6.280","6.280","6.280","6.280","0.20K","0.16%"
"Aug 16, 2012","6.270","6.270","6.270","6.270","47.11K","-0.48%"
"Aug 13, 2012","6.300","6.300","6.300","6.300","0.36K","5.00%"
"Aug 08, 2012","6.000","6.260","6.260","6.000","1.06K","-4.31%"
"Aug 07, 2012","6.270","6.270","6.270","6.270","0.37K","-10.43%"
"Aug 06, 2012","7.000","7.000","7.000","7.000","0.19K","-12.50%"
"Aug 03, 2012","8.000","10.000","10.000","8.000","0.52K","36.99%"
"Jul 31, 2012","5.840","5.840","5.840","5.840","0.56K","-1.35%"
"Jul 27, 2012","5.920","5.950","5.950","5.900","24.19K","2.25%"
"Jul 26, 2012","5.790","5.790","5.790","5.790","0.70K","5.08%"
"Jul 25, 2012","5.510","5.510","5.510","5.510","93.90K","-3.33%"
"Jul 24, 2012","5.700","5.800","5.800","5.700","5.59K","2.70%"
"Jul 23, 2012","5.550","5.800","5.800","5.550","0.33K","-3.31%"
"Jul 20, 2012","5.740","5.740","5.740","5.740","0.47K","0.00%"
"Jul 19, 2012","5.740","5.520","5.740","5.520","2.08K","8.92%"
"Jul 18, 2012","5.270","5.270","5.270","5.270","0.15K","-10.68%"
"Jul 17, 2012","5.900","6.090","6.090","5.560","3.57K","6.12%"
"Jul 16, 2012","5.560","5.800","5.800","5.560","0.49K","-5.76%"
"Jul 13, 2012","5.900","5.850","5.900","5.650","4.45K","0.00%"
"Jul 12, 2012","5.900","5.900","5.900","5.900","7.91K","1.72%"
"Jul 11, 2012","5.800","5.900","5.900","5.670","3.70K","2.29%"
"Jul 09, 2012","5.670","5.900","5.900","5.620","1.62K","-6.90%"
"Jul 03, 2012","6.090","6.090","6.090","6.090","0.83K","0.16%"
"Jul 02, 2012","6.080","6.080","6.080","6.080","15.87K","-0.49%"
"Jun 29, 2012","6.110","5.900","6.110","5.250","4.24K","1.50%"
"Jun 28, 2012","6.020","5.750","6.020","5.050","3.09K","2.91%"
"Jun 27, 2012","5.850","5.750","5.850","5.750","2.00K","0.86%"
"Jun 26, 2012","5.800","5.850","6.000","5.020","7.57K","-3.17%"
"Jun 25, 2012","5.990","5.990","5.990","5.990","0.73K","-0.17%"
"Jun 18, 2012","6.000","6.000","6.000","6.000","1.96K","0.00%"
"Jun 15, 2012","6.000","6.050","6.050","5.750","2.15K","-0.99%"
"Jun 14, 2012","6.060","6.060","6.060","6.060","0.95K","-3.04%"
"Jun 12, 2012","6.250","6.060","6.250","6.000","2.77K","8.70%"
"Jun 11, 2012","5.750","5.650","5.750","5.650","0.96K","14.77%"
"Jun 07, 2012","5.010","5.010","5.010","5.010","330.75K","0.20%"
"Jun 06, 2012","5.000","5.000","5.000","5.000","0.77K","-4.76%"
"Jun 04, 2012","5.250","5.250","5.250","5.250","0.20K","-3.31%"
"May 29, 2012","5.430","5.430","5.430","5.430","11.78K","8.60%"
"May 23, 2012","5.000","5.000","5.000","5.000","0.33K","-4.76%"
"May 17, 2012","5.250","5.250","5.250","5.250","0.20K","0.00%"
"May 16, 2012","5.250","5.250","5.700","5.250","19.53K","-8.70%"
"May 15, 2012","5.750","5.750","5.750","5.750","10.03K","9.52%"
"May 14, 2012","5.250","5.250","5.250","5.250","8.00K","-11.02%"
"May 10, 2012","5.900","5.850","5.900","5.850","3.72K","11.74%"
"Apr 26, 2012","5.280","5.280","5.280","5.280","7.62K","0.57%"
"Apr 24, 2012","5.250","5.250","5.250","5.250","1.18K","-16.00%"
"Apr 23, 2012","6.250","6.250","6.250","6.250","0.20K","16.82%"
"Apr 19, 2012","5.350","5.350","5.350","5.350","1.72K","-5.81%"
"Apr 17, 2012","5.680","5.846","5.846","5.680","18.63K","-4.54%"
"Apr 13, 2012","5.950","5.950","5.950","5.950","7.78K","0.85%"
"Apr 12, 2012","5.900","5.900","5.900","5.900","0.15K","1.37%"
"Apr 11, 2012","5.820","5.820","5.820","5.820","2.05K","-2.18%"
"Mar 30, 2012","5.950","5.950","5.950","5.950","0.16K","8.18%"
"Mar 29, 2012","5.500","6.000","6.000","5.500","1.50K","-5.01%"
"Mar 23, 2012","5.790","5.900","5.900","5.790","0.71K","0.00%"
"Mar 21, 2012","5.790","5.790","5.790","5.790","0.20K","-7.36%"
"Mar 19, 2012","6.250","6.250","6.250","6.250","0.96K","11.61%"
"Mar 16, 2012","5.600","5.600","5.600","5.600","1.00K","6.67%"
"Feb 22, 2012","5.250","5.250","5.250","5.250","1.42K","-3.67%"
"Feb 17, 2012","5.450","5.250","5.450","5.250","119.29K","0.93%"
"Feb 16, 2012","5.400","5.400","5.450","5.250","42.27K","0.00%"
"Feb 15, 2012","5.400","5.780","5.780","5.400","1.57K","-6.90%"
"Feb 14, 2012","5.800","5.480","5.800","5.480","1.26K","10.48%"
"Feb 13, 2012","5.250","5.250","5.250","5.250","0.66K","16.67%"
"Feb 10, 2012","4.500","4.500","4.500","4.500","0.40K","-23.73%"
"Feb 08, 2012","5.900","5.900","5.900","5.900","3.06K","1.72%"
"Feb 03, 2012","5.800","5.800","5.800","5.800","0.56K","16.00%"
"Feb 01, 2012","5.000","6.500","6.500","5.000","0.60K","-12.28%"
"Jan 27, 2012","5.700","5.700","5.700","5.700","376.89K","-2.56%"
"Jan 26, 2012","5.850","5.850","5.850","5.850","0.25K","1.74%"
"Jan 25, 2012","5.750","5.750","5.750","5.750","14.43K","2.68%"
"Jan 24, 2012","5.600","5.600","5.600","5.600","3.12K","24.44%"
"Jan 20, 2012","4.500","5.750","5.750","4.000","0.71K","-35.71%"
"Jan 19, 2012","7.000","7.000","7.000","7.000","0.68K","22.81%"
"Jan 18, 2012","5.700","5.750","5.750","5.700","1.15K","3.64%"
"Jan 17, 2012","5.500","5.500","5.500","5.500","0.66K","2.42%"
"Jan 12, 2012","5.370","4.000","5.370","4.000","1.21K","-6.61%"
"Jan 11, 2012","5.750","5.750","5.750","5.750","1.25K","0.00%"
"Jan 10, 2012","5.750","5.750","6.000","5.500","5.99K","15.00%"
"Jan 09, 2012","5.000","5.500","5.500","5.000","7.01K","-16.67%"
"Jan 06, 2012","6.000","6.000","6.000","6.000","2.44K","4.35%"
"Jan 05, 2012","5.750","5.750","5.750","5.000","2.20K","15.00%"
"Jan 04, 2012","5.000","5.000","5.000","5.000","0.18K","-15.25%"
"Jan 03, 2012","5.900","6.000","6.000","4.750","153.26K","4.42%"
"Dec 30, 2011","5.650","5.000","6.000","5.000","9.60K","12.33%"
"Dec 19, 2011","5.030","4.750","5.030","4.750","102.69K","-3.27%"
"Dec 16, 2011","5.200","5.200","5.200","5.200","20.62K","-5.45%"
"Dec 12, 2011","5.500","5.500","5.500","5.500","0.47K","1.53%"
"Dec 06, 2011","5.417","5.120","5.417","5.120","1.39K","4.17%"
"Dec 01, 2011","5.200","5.200","5.200","5.200","14.53K","6.78%"
"Nov 25, 2011","4.870","4.870","4.870","4.870","13.79K","-2.60%"
"Nov 22, 2011","5.000","5.000","5.000","5.000","0.30K","-1.38%"
"Nov 18, 2011","5.070","5.070","5.070","5.070","15.30K","-9.46%"
"Nov 16, 2011","5.600","5.600","5.600","5.600","1.69K","-0.88%"
"Nov 15, 2011","5.650","5.650","5.650","5.650","1.87K","-29.37%"
"Nov 09, 2011","8.000","8.000","8.000","8.000","0.28K","56.86%"
"Oct 17, 2011","5.100","5.100","5.100","5.100","2.51K","-3.77%"
"Oct 14, 2011","5.300","5.500","5.500","5.300","0.70K","-2.75%"
"Oct 13, 2011","5.450","5.450","5.450","5.450","0.48K","3.81%"
"Sep 30, 2011","5.250","5.250","5.250","5.250","25.36K","2.54%"
"Sep 29, 2011","5.120","5.120","5.120","5.120","0.51K","-8.08%"
"Sep 28, 2011","5.570","5.570","5.570","5.570","0.53K","0.00%"
"Sep 16, 2011","5.570","5.570","5.570","5.570","0.70K","-3.97%"
"Sep 15, 2011","5.800","5.560","5.800","5.560","5.20K","10.48%"
"Sep 12, 2011","5.250","5.300","5.300","5.250","0.48K","-12.50%"
"Sep 08, 2011","6.000","6.000","6.000","6.000","0.47K","14.29%"
"Sep 01, 2011","5.250","5.250","5.250","5.250","4.84K","0.00%"
"Aug 30, 2011","5.250","5.250","5.250","5.250","3.38K","-4.55%"
"Aug 25, 2011","5.500","5.500","5.500","5.500","2.69K","-10.57%"
"Jul 29, 2011","6.150","6.150","6.150","6.150","0.56K","11.82%"
"Jul 27, 2011","5.500","5.500","5.500","5.500","0.36K","-5.17%"
"Jul 26, 2011","5.800","5.800","5.800","5.800","0.97K","-4.92%"
"Jul 18, 2011","6.100","6.100","6.100","6.100","3.40K","1.67%"
"Jul 15, 2011","6.000","6.100","6.100","6.000","8.60K","-1.64%"
"Jul 14, 2011","6.100","6.100","6.100","6.100","5.22K","2.62%"
"Jul 12, 2011","5.944","5.944","5.944","5.944","17.80K","-2.56%"
"Jul 11, 2011","6.100","6.100","6.100","6.100","38.99K","52.50%"
"Jul 08, 2011","4.000","4.000","4.000","4.000","0.50K","-33.33%"
"Jul 06, 2011","6.000","6.097","6.097","6.000","117.64K","-2.44%"
"Jul 05, 2011","6.150","6.150","6.150","6.150","0.50K","9.82%"
"Jun 30, 2011","5.600","6.150","6.150","5.600","0.55K","12.00%"
